Source,Target,R,N,Weight
газетний,преса,1,202,202.0
старий,престарий,1,210,210.0
багатіти,престижна робота,1,205,205.0
вимагати,претендувати,1,202,202.0
кінь,Пржевальський,1,204,204.0
забутися,при відповіді,1,199,199.0
дармувати,при владі,1,219,219.0
збентежитися,при зустрічі,1,203,203.0
зрадіти,при зустрічі,1,200,200.0
схвилюватися,при зустрічі,1,202,202.0
хвилюватися,при зустрічі,1,203,203.0
вночі,при місячному сяйві,1,202,202.0
стара,при надії,1,215,215.0
замовчати,при образі,1,200,200.0
верба,при озері,1,202,202.0
чорніти,при окисленні,1,204,204.0
свідомий,при пам’яті,1,210,210.0
страшитися,при перегляді фільму,1,214,214.0
здивування,при побаченому,1,202,202.0
свідомо,при розумі,1,204,204.0
тримати,при собі,2,213,106.5
людяний,при собі,1,220,220.0
помічний,при хворобі,1,212,212.0
насправді,прибачилось,1,204,204.0
господиня,прибиральниця,1,211,211.0
працівник,прибиральниця,1,213,213.0
вимога,прибирання,1,210,210.0
лад,прибирання,1,203,203.0
сміти,прибирати,2,212,106.0
білити,прибирати,1,202,202.0
допомагати,прибирати,1,198,198.0
мусити,прибирати,1,213,213.0
наказувати,прибирати,1,211,211.0
помагати,прибирати,1,215,215.0
помагати,прибирати і варити їжу,1,215,215.0
побігати,прибігти,1,198,198.0
наближати,приближати,1,211,211.0
віддалятися,приближатись,1,202,202.0
віддалятися,приближатися,2,202,101.0
близький,приближений,1,203,203.0
віддалятися,приближуватися,1,202,202.0
наблизити,приблизити,2,199,99.5
віддалитися,приблизитись,2,206,103.0
наблизитися,приблизитись,1,207,207.0
насмілитися,приблизитись,1,204,204.0
віддалитися,приблизитися,1,206,206.0
близько,приблизно,1,203,203.0
домівка,прибрана,1,201,201.0
ладний,прибраний,1,213,213.0
вибрати,прибрати,1,203,203.0
неприємно,прибувати,1,206,206.0
старість,прибуде,1,209,209.0
оселитися,прибути,1,205,205.0
здобуток,прибуток,3,203,67.66666666666667
заробіток,прибуток,2,203,101.5
дармовий,прибуток,1,202,202.0
здобувати,прибуток,1,214,214.0
лівий,прибуток,1,216,216.0
робота,прибуток,1,200,200.0
далечінь,приваблива,1,201,201.0
вечір,привабливий,1,211,211.0
цікавити,привабливий,1,217,217.0
цікавити,приваблювати,1,217,217.0
спокій,приваблює,1,211,211.0
турбота,приват,1,213,213.0
володіння,приватне,2,204,102.0
володіння,приватне житло,1,204,204.0
чоловічий,приватний,1,213,213.0
мати2,приватну власність,1,216,216.0
зацікавити,привернути увагу,1,203,203.0
подіяти,прививка,1,199,199.0
жахнутися,привид,3,199,66.33333333333333
нічний,привид,2,212,106.0
перелякатися,привид,2,198,99.0
страшитися,привид,2,214,107.0
боязко,привид,1,203,203.0
живий,привид,1,223,223.0
здивований,привид,1,214,214.0
лякати,привид,1,212,212.0
лякатися,привид,1,202,202.0
настрашитися,привид,1,204,204.0
перелякати,привид,1,200,200.0
побіліти,привид,1,201,201.0
приємний,привид,1,212,212.0
страх,привид,1,206,206.0
страшно,привид,1,200,200.0
віритися,привиди,1,208,208.0
перелякатися,привидів,1,198,198.0
жахнутися,привиду,2,199,99.5
жахатися,привиду,1,212,212.0
настрашитися,привиду,1,204,204.0
перелякатися,привиду,1,198,198.0
звикнути,привик,1,202,202.0
звичний,привик,1,212,212.0
потреба,привик,1,206,206.0
звикати,привикати,6,213,35.5
звикнути,привикати,1,202,202.0
звичка,привикати,1,203,203.0
селитися,привикати,1,209,209.0
звикнути,привикнути,3,202,67.33333333333333
звикати,привикнути,1,213,213.0
звичний,привикнути,1,212,212.0
звично,привикнути,1,203,203.0
оселятися,привикнути,1,209,209.0
полюбити,привикнути,1,204,204.0
звикнути,привичка,6,202,33.666666666666664
звикати,привичка,2,213,106.5
звичний,привичка,1,212,212.0
звично,привичка,1,203,203.0
хода,привичка,1,193,193.0
звикнути,привичне,1,202,202.0
звичний,привичний,1,212,212.0
звично,привично,1,203,203.0
бентежитися,привід,1,199,199.0
вагомий,привід,1,203,203.0
можливий,привід,1,211,211.0
радіти,привід,1,211,211.0
пізнання,привілегія,1,214,214.0
дозволяти,привілеї,1,201,201.0
сердечний,привіт,9,212,23.555555555555557
радісний,привіт,1,217,217.0
ранковий,привіт,1,214,214.0
щирий,привіт,1,214,214.0
вигукнути,„Привіт!”,1,203,203.0
приємно,привітали,1,201,201.0
радо,привітати,5,198,39.6
побажати,привітати,3,198,66.0
радісно,привітати,1,198,198.0
щиро,привітати,1,204,204.0
забутися,привітатись,1,199,199.0
радо,привітатись,1,198,198.0
стримано,привітатись,1,203,203.0
щиро,привітатись,1,204,204.0
побачитися,привітатися,1,199,199.0
домівка,привітна,1,201,201.0
жінка,привітна,1,201,201.0
оселя,привітна,1,33310,33310.0
обличчя,привітне,1,221,221.0
газетяр,привітний,1,211,211.0
гість,привітність,1,201,201.0
звичай,привітність,1,203,203.0
ставлення,привітність,1,209,209.0
поставитися,привітно,2,200,100.0
поставитися,привітно до гостей,1,200,200.0
називати,привласнювати,1,216,216.0
міркування,приводять,1,201,201.0
зобов’язаний,прив’язаний,2,213,106.5
вірність,прив’язаність,1,211,211.0
залежність,прив’язаність,1,211,211.0
звичка,прив’язаність,1,203,203.0
туга,прив’язаність до чогось (когось),1,211,211.0
наблизити,прив’язати,1,199,199.0
звикнути,прив’язатися,1,202,202.0
зобов’язувати,прив’язувати,2,213,106.5
звикати,прив’язуватись,1,213,213.0
забути,пригадати,2,204,102.0
згадати,пригадати,2,206,103.0
згадувати,пригадати,2,214,107.0
забувати,пригадати,1,220,220.0
помічний,пригадати,1,212,212.0
пам’ять,пригадування,1,200,200.0
згадувати,пригадувати,5,214,42.8
згадувати,пригадувати подію,1,214,214.0
радість,пригання,1,210,210.0
веселити,пригати,1,201,201.0
вибирати,приглядатися,1,200,200.0
перелякатися,пригнітитися,1,198,198.0
вражений,пригнічений,1,207,207.0
відчуватися,пригніченим,1,213,213.0
віл,пригнічення,1,205,205.0
тужливий,пригнічення,1,212,212.0
зобов’язувати,пригнічувати,1,213,213.0
побоювання,пригнічуюче,1,212,212.0
біль,пригнічуючий,1,203,203.0
залежність,пригноблююча,1,211,211.0
ставатися,пригода,3,202,67.33333333333333
неймовірний,пригода,2,212,106.0
статися,пригода,2,199,99.5
вчинити,пригода,1,203,203.0
вчора,пригода,1,203,203.0
нічний,пригода,1,212,212.0
бентежитися,пригодами,1,199,199.0
неймовірний,пригоди,2,212,106.0
минуле,пригоди,1,213,213.0
зрадіти,пригоді,1,200,200.0
згадати,пригоду,1,206,206.0
згадувати,пригоду,1,214,214.0
вражений,приголомшений,2,207,103.5
жартувати,приголомшений,1,208,208.0
схвилювати,приголомшити,1,202,202.0
вражаючий,приголомшливий,1,202,202.0
вражати,приголомшувати,1,220,220.0
вражаючий,приголомшуючий,1,202,202.0
голосний,приголосний,5,202,40.4
пожаліти,приголубити,2,201,100.5
гість,пригощання,1,201,201.0
потрібний,придатний,1,215,215.0
їстівний,придатний для вживання,1,213,213.0
володіння,придбання,1,204,204.0
бажано,придбати,1,205,205.0
вартий,придбати,1,202,202.0
втратити,придбати,1,205,205.0
захотіти,придбати,1,204,204.0
збагатіти,придбати,1,203,203.0
недарма,придбати,1,205,205.0
уважно,придивися,1,203,203.0
увага,приділяєш,1,208,208.0
увага,приділяти,2,208,104.0
важкий,приділяти багато часу,1,213,213.0
вартий,приділяти комусь увагу,1,202,202.0
турбуватися,приділяти увагу,1,212,212.0
товаришувати,приділяти час,1,213,213.0
вгадати,придумати,1,205,205.0
забути,придумати,1,204,204.0
назватися,придумати ім’я,1,198,198.0
міркувати,придумувати,2,215,107.5
дурний,придуркуватий,1,218,218.0
брат,придурок,1,204,204.0
дурний,придурок,1,218,218.0
півень,придурок,1,216,216.0
сумний,придурок,1,213,213.0
сусід,придурок,1,212,212.0
урядовець,придурок,1,208,208.0
наблизити,приєднати,1,199,199.0
наближати,приєднувати,1,211,211.0
новина,приємна,19,217,11.421052631578947
розмова,приємна,8,211,26.375
згадка,приємна,4,202,50.5
робота,приємна,3,200,66.66666666666667
близькість,приємна,1,203,203.0
жінка,приємна,1,201,201.0
їзда,приємна,1,202,202.0
мрія,приємна,1,216,216.0
ніч,приємна,1,222,222.0
пісня,приємна,1,219,219.0
радість,приємна,1,210,210.0
справа,приємна,1,202,202.0
уважність,приємна,1,203,203.0
враження,приємне,6,203,33.833333333333336
здивування,приємне,6,202,33.666666666666664
обличчя,приємне,5,221,44.2
відчуття,приємне,4,209,52.25
товариство,приємне,4,211,52.75
зробити,приємне,3,202,67.33333333333333
почути,приємне,3,201,67.0
сказати,приємне,3,205,68.33333333333333
дитинство,приємне,2,218,109.0
згадувати,приємне,2,214,107.0
уявити,приємне,2,202,101.0
бачити,приємне,1,203,203.0
близькість,приємне,1,203,203.0
боляче,приємне,1,205,205.0
забуття,приємне,1,201,201.0
звільнення,приємне,1,203,203.0
згадати,приємне,1,206,206.0
згадка,приємне,1,202,202.0
зорі,приємне,1,223,223.0
керівництво,приємне,1,216,216.0
неприємність,приємне,1,213,213.0
око,приємне,1,217,217.0
перемога,приємне,1,216,216.0
побоювання,приємне,1,212,212.0
подумати,приємне,1,202,202.0
помогти,приємне,1,202,202.0
почуття,приємне,1,212,212.0
робити,приємне,1,212,212.0
спогад,приємне,1,207,207.0
ставатися,приємне,1,202,202.0
схвилювання,приємне,1,192,192.0
побоюватися,приємне відчуття,1,414,414.0
радість,приємне відчуття,1,210,210.0
збентежений,приємне здивування або ні,1,211,211.0
згадка,приємне минуле,1,202,202.0
вигукнути,приємне слово,1,203,203.0
сказати,приємне щось,1,205,205.0
спогад,приємний,11,207,18.818181818181817
голос,приємний,5,202,40.4
вечір,приємний,3,211,70.33333333333333
зручний,приємний,3,213,71.0
любий,приємний,3,218,72.66666666666667
гість,приємний,2,201,100.5
людяний,приємний,2,220,110.0
ранковий,приємний,2,214,107.0
цікавий,приємний,2,213,106.5
бажаний,приємний,1,202,202.0
вечірній,приємний,1,200,200.0
відчуття,приємний,1,209,209.0
вітер,приємний,1,205,205.0
вражаючий,приємний,1,202,202.0
господар,приємний,1,200,200.0
день,приємний,1,200,200.0
здивований,приємний,1,214,214.0
зелений,приємний,1,205,205.0
нічний,приємний,1,212,212.0
обов’язок,приємний,1,214,214.0
охочий,приємний,1,212,212.0
погляд,приємний,1,211,211.0
правдивий,приємний,1,210,210.0
приємний,приємний,1,212,212.0
радісний,приємний,1,217,217.0
ранок,приємний,1,212,212.0
розумний,приємний,1,211,211.0
рудий,приємний,1,212,212.0
світлий,приємний,1,202,202.0
сердечний,приємний,1,212,212.0
сміх,приємний,1,207,207.0
спів,приємний,1,207,207.0
співучий,приємний,1,213,213.0
спокійний,приємний,1,215,215.0
яскравий,приємний,1,217,217.0
зручний,приємний до використання,1,213,213.0
людяний,приємний у спілкуванні,1,220,220.0
веселитися,приємний час,1,210,210.0
вразити,приємним,1,203,203.0
враження,приємні,4,203,50.75
відчуття,приємні,1,209,209.0
згадувати,приємні відчуття,1,214,214.0
мріяти,приємні враження,1,213,213.0
згадувати,приємні події,1,214,214.0
казати,приємні слова,1,211,211.0
зрадіти,приємній новині,1,200,200.0
гість,приємність,4,201,50.25
новина,приємність,4,217,54.25
здивування,приємність,3,202,67.33333333333333
неприємність,приємність,3,213,71.0
радість,приємність,3,210,70.0
відчути,приємність,2,205,102.5
дитина,приємність,2,202,101.0
добро,приємність,2,200,100.0
згадка,приємність,2,202,101.0
спів,приємність,2,207,103.5
спогад,приємність,2,207,103.5
бачитися,приємність,1,202,202.0
вдома,приємність,1,212,212.0
відчувати,приємність,1,202,202.0
вчора,приємність,1,203,203.0
гостювати,приємність,1,201,201.0
дочка,приємність,1,203,203.0
звеселити,приємність,1,199,199.0
здивований,приємність,1,214,214.0
зробити,приємність,1,202,202.0
їжа,приємність,1,204,204.0
людяність,приємність,1,217,217.0
небо,приємність,1,221,221.0
ніч,приємність,1,222,222.0
обіцяти,приємність,1,212,212.0
пам’ятати,приємність,1,212,212.0
переможець,приємність,1,200,200.0
покликання,приємність,1,199,199.0
полюбити,приємність,1,204,204.0
помолодіти,приємність,1,200,200.0
потурбуватися,приємність,1,200,200.0
ранком,приємність,1,199,199.0
робота,приємність,1,200,200.0
розмова,приємність,1,211,211.0
сказати,приємність,1,205,205.0
сніг,приємність,1,190,190.0
співучо,приємність,1,203,203.0
щирість,приємність,1,212,212.0
здивований,приємністю,1,214,214.0
вночі,приємніше,1,202,202.0
здивований,приємно,8,214,26.75
темно,приємно,6,206,34.333333333333336
неприємно,приємно,5,206,41.2
вдома,приємно,4,212,53.0
радо,приємно,4,198,49.5
добре,приємно,3,203,67.66666666666667
зручно,приємно,3,201,67.0
бажано,приємно,2,205,102.5
близькість,приємно,2,203,101.5
вражений,приємно,2,207,103.5
вразити,приємно,2,203,101.5
згадувати,приємно,2,214,107.0
з’їсти,приємно,2,200,100.0
зручність,приємно,2,205,102.5
погостювати,приємно,2,200,100.0
розмовляти,приємно,2,212,106.0
спокійно,приємно,2,203,101.5
темрява,приємно,2,212,106.0
бачитися,приємно,1,202,202.0
біг,приємно,1,202,202.0
блакить,приємно,1,202,202.0
боляче,приємно,1,205,205.0
весело,приємно,1,203,203.0
вечір,приємно,1,211,211.0
відчути,приємно,1,205,205.0
відчуття,приємно,1,209,209.0
враження,приємно,1,203,203.0
говорити,приємно,1,202,202.0
гостювати,приємно,1,201,201.0
грішний,приємно,1,218,218.0
грішно,приємно,1,203,203.0
дозволяти,приємно,1,201,201.0
допомога,приємно,1,201,201.0
допомогти,приємно,1,207,207.0
думати,приємно,1,199,199.0
жахливо,приємно,1,203,203.0
збентежений,приємно,1,211,211.0
звичайно,приємно,1,205,205.0
згадка,приємно,1,202,202.0
здивуватися,приємно,1,200,200.0
здобуток,приємно,1,203,203.0
зеленіти,приємно,1,215,215.0
зробити,приємно,1,202,202.0
зручний,приємно,1,213,213.0
незручно,приємно,1,202,202.0
новина,приємно,1,217,217.0
одружуватися,приємно,1,213,213.0
оселя,приємно,1,33310,33310.0
охоче,приємно,1,202,202.0
побачитися,приємно,1,199,199.0
побути,приємно,1,198,198.0
погляд,приємно,1,211,211.0
працьовитий,приємно,1,209,209.0
приємно,приємно,1,201,201.0
промовляти,приємно,1,213,213.0
радісно,приємно,1,198,198.0
розуміти,приємно,1,213,213.0
розумно,приємно,1,201,201.0
співучо,приємно,1,203,203.0
спогад,приємно,1,207,207.0
спокій,приємно,1,211,211.0
ставлення,приємно,1,209,209.0
сьогодні,приємно,1,202,202.0
увага,приємно,1,208,208.0
уважний,приємно,1,213,213.0
уявити,приємно,1,202,202.0
чути,приємно,1,203,203.0
з’їсти,"приємно, але не завжди",1,200,200.0
дівчина,приємної зовнішності,1,201,201.0
звикнути,прижитися,1,202,202.0
здобути,приз,2,204,102.0
перемога,приз,2,216,108.0
перемогти,приз,2,419,209.5
бажаний,приз,1,202,202.0
головний,приз,1,202,202.0
пам’ятний,приз,1,214,214.0
переможець,приз,1,200,200.0
поклик,призвання,1,198,198.0
звикнути,призвичаїтись,1,202,202.0
звикати,призвичаюватись,1,213,213.0
тварина,приземленість,1,202,202.0
сміти,призивати,2,212,106.0
усвідомити,призма,1,200,200.0
злитися,признак неконтролювання самого себе,1,213,213.0
сердечний,признання,1,212,212.0
соромно,признання,1,206,206.0
соромно,признати,1,206,206.0
соромно,признатись,2,206,103.0
соромно,признатися,7,206,29.428571428571427
сердечний,признатися,1,212,212.0
сором,признатися,1,208,208.0
страшно,признатися,1,200,200.0
щиро,признатися,1,204,204.0
вважати,призначеність,1,201,201.0
покликання,призначення,1,199,199.0
спроможний,призовник,1,204,204.0
наближатися,приїжджати,1,211,211.0
вчасний,приїзд,6,201,33.5
зрадіти,приїзду,3,200,66.66666666666667
радий,приїзду,1,214,214.0
дарма,приїхав,1,202,202.0
наближати,приїхав автобус,1,211,211.0
побувати,приїхати,2,203,101.5
вчора,приїхати,1,203,203.0
гучно,приїхати,1,200,200.0
змогти,приїхати,1,202,202.0
обіцяти,приїхати,1,212,212.0
завтра,прийде,4,202,50.5
лихо,прийде,1,205,205.0
можливо,прийде,1,200,200.0
часом,прийде,1,198,198.0
завтра,прийдемо,1,202,202.0
минуле,прийдешнє,1,213,213.0
завтрашній,прийдешній,2,218,109.0
минулий,прийдешній,1,212,212.0
обов’язково,прийди,2,202,101.0
ввечері,прийду,1,206,206.0
звичайно,прийду,1,205,205.0
обов’язково,прийду,1,202,202.0
охоче,прийду,1,202,202.0
вибори,прийду й проголосую,1,212,212.0
віритися,приймати,1,208,208.0
їсти,приймати,1,213,213.0
потерпати,приймати,1,209,209.0
радо,приймати,1,198,198.0
усвідомлювати,приймати,1,213,213.0
зауваження,приймати до розгляду,1,202,202.0
спільнота,приймати до уваги,1,199,199.0
голосний,приймач,2,202,101.0
гучний,приймач,1,218,218.0
зауваження,приймаю,1,202,202.0
радо,прийняти,5,198,39.6
охоче,прийняти,1,202,202.0
потурбуватися,прийняти,1,200,200.0
зважити,прийняти до уваги,1,202,202.0
свідомий,прийняти життєвий удар,1,210,210.0
звичайно,прийняти пропозицію,1,205,205.0
добрий,прийнятний,1,201,201.0
звичний,прийнятний,1,212,212.0
можливий,прийнятний,1,211,211.0
приємний,прийнятний,1,212,212.0
чути,прийнятність,1,203,203.0
відмова,прийняття,1,203,203.0
наказ,прийняття,1,213,213.0
гість,прийом,1,201,201.0
назватися,прийом,1,198,198.0
сердечний,прийом,1,212,212.0
обов’язково,прийти,9,202,22.444444444444443
бажано,прийти,5,205,41.0
обіцяти,прийти,4,212,53.0
насмілитися,прийти,3,204,68.0
охоче,прийти,3,202,67.33333333333333
варто,прийти,2,203,101.5
дозволити,прийти,2,202,101.0
пообіцяти,прийти,2,201,100.5
важливо,прийти,1,202,202.0
ввечері,прийти,1,206,206.0
віддалитися,прийти,1,206,206.0
головне,прийти,1,204,204.0
забути,прийти,1,204,204.0
звично,прийти,1,203,203.0
зобов’язаний,прийти,1,213,213.0
зобов’язати,прийти,1,203,203.0
минути,прийти,1,201,201.0
можна,прийти,1,199,199.0
наблизитися,прийти,1,207,207.0
наказувати,прийти,1,211,211.0
охочий,прийти,1,212,212.0
побоятися,прийти,1,198,198.0
по-доброму,прийти,1,201,201.0
радо,прийти в гості,1,198,198.0
звичайно,прийти в університет,1,205,205.0
зобов’язання,прийти вчасно,1,203,203.0
поклик,прийти і піти,1,198,198.0
помогти,прийти на допомогу,1,202,202.0
турбувати,прийти невчасно,1,213,213.0
любов,прийшла,1,206,206.0
лихо,прийшло,1,205,205.0
поталанити,прийшло щастя,1,201,201.0
недарма,прийшов,2,205,102.5
ввечері,прийшов,1,206,206.0
вільно,прийшов,1,205,205.0
вчасний,прийшов,1,201,201.0
газетяр,прийшов,1,211,211.0
гість,прийшов,1,201,201.0
час,прийшов,1,212,212.0
сьогодні,прийшов на пари,1,202,202.0
вечоріти,прийшов час на...,1,200,200.0
наказ,приказ,3,213,71.0
наказати,приказати,1,199,199.0
повір’я,приказка,26,212,8.153846153846153
говірка,приказка,2,211,105.5
говір,приказка,1,199,199.0
наказувати,приказувати,2,211,105.5
говір,прикарпатський,1,199,199.0
уявити,прикинути,1,202,202.0
яскравий,приклад,9,217,24.11111111111111
поганий,приклад,4,213,53.25
дурний,приклад,3,218,72.66666666666667
брати,приклад,2,202,101.0
вагомий,приклад,2,203,101.5
батько,приклад,1,203,203.0
вимога,приклад,1,210,210.0
відповідний,приклад,1,201,201.0
господар,приклад,1,200,200.0
зрозуміти,приклад,1,201,201.0
неймовірний,приклад,1,212,212.0
ставати,приклад,1,212,212.0
уявити,приклад,1,202,202.0
повір’я,прикмета,4,212,53.0
зауважити,прикмети,1,203,203.0
свій,прикметник,1,222,222.0
синява,прикметник,1,208,208.0
жартома,прикол,2,203,101.5
пожартувати,прикол,2,200,100.0
газетний,прикол,1,202,202.0
дитинство,прикол,1,218,218.0
жартувати,прикол,1,208,208.0
мовний,прикол,1,211,211.0
промовити,прикол,1,200,200.0
розсміятися,прикол,1,197,197.0
старий,прикол,1,210,210.0
звеселитися,приколом,1,202,202.0
пожартувати,приколотись,1,200,200.0
газета,прикольна,2,201,100.5
хода,прикольна,1,193,193.0
життя,прикольна штука,1,212,212.0
народ,прикольний,1,217,217.0
сміх,прикольний,1,207,207.0
вимогливий,прикольно,1,210,210.0
господиня,прикольно,1,211,211.0
гріх,прикольно,1,201,201.0
жартувати,прикольно,1,208,208.0
молодість,прикольно,1,218,218.0
розумно,прикольно,1,201,201.0
спогад,прикольно,1,207,207.0
пожартувати,прикольнутися,1,200,200.0
помічний,приколюватися,1,212,212.0
неприємність,прикра,3,213,71.0
старість,прикра,2,209,104.5
обіцянка,прикра,1,214,214.0
почуття,прикраса,1,212,212.0
вибирати,прикраси,1,200,200.0
збагатити,прикрасити,1,205,205.0
добро,прикрашає,1,200,200.0
сьогодення,прикре,1,211,211.0
сором,прикривання,1,208,208.0
жаль,прикрий,1,202,202.0
неприємність,прикрість,4,213,53.25
зло,прикрість,2,209,104.5
байдужо,прикрість,1,202,202.0
відмовлятися,прикрість,1,200,200.0
втрата,прикрість,1,203,203.0
жаль,прикрість,1,202,202.0
забутися,прикрість,1,199,199.0
зажуритися,прикрість,1,201,201.0
заздрість,прикрість,1,201,201.0
збентежений,прикрість,1,211,211.0
звільняти,прикрість,1,212,212.0
насправді,прикрість,1,204,204.0
розгніватися,прикрість,1,197,197.0
розсердитися,прикрість,1,202,202.0
ставатися,прикрість,1,202,202.0
сумно,прикрість,1,202,202.0
боляче,прикро,1,205,205.0
невірно,прикро,1,204,204.0
неприємність,прикро,1,213,213.0
неприємно,прикро,1,206,206.0
пожалкувати,прикро,1,200,200.0
розсердитися,прикро,1,202,202.0
соромно,прикро,1,206,206.0
враження,прикрості,1,203,203.0
терпіти,прикрості,1,214,214.0
забувати,прикрощі,1,220,220.0
неприємність,прикрощі,1,213,213.0
лякатися,прикрощів,1,202,202.0
помічний,прилад,2,212,106.0
керівний,прилад,1,212,212.0
керувати,прилад,1,208,208.0
ладний,прилад,1,213,213.0
поміркувати,прилад,1,200,200.0
потрібний,прилад,1,215,215.0
ладнати,прилади,3,207,69.0
заладнати,приладнати,1,200,200.0
пожаліти,приласкати,1,201,201.0
небесний,приманливий,1,214,214.0
уявити,примара,2,202,101.0
побоятися,примари,1,198,198.0
свідомість,примарна,1,209,209.0
щастя,примарне,1,212,212.0
розуміти,применшення свого я,1,213,213.0
важко,примирення,1,203,203.0
терпіння,примирення,1,201,201.0
звикати,примирятися,1,213,213.0
оселя,приміська,1,33310,33310.0
самостійність,примітив,1,204,204.0
сірість,примітив,1,217,217.0
чільний,примітивний,1,210,210.0
тварина,примітивність,1,202,202.0
звільнити,приміщення,1,203,203.0
працівник,приміщення,1,213,213.0
зручно,примоститися,1,201,201.0
наказ,примус,4,213,53.25
обов’язок,примус,3,214,71.33333333333333
зобов’язаний,примус,2,213,106.5
зобов’язання,примус,2,203,101.5
зобов’язати,примус,2,203,101.5
зобов’язувати,примус,2,213,106.5
наказати,примус,2,199,99.5
наказувати,примус,2,211,105.5
вимагати,примус,1,202,202.0
вимога,примус,1,210,210.0
влада,примус,1,204,204.0
залежати,примус,1,214,214.0
мусити,примус,1,213,213.0
обов’язково,примус,1,202,202.0
треба,примус,1,201,201.0
зобов’язати,примусити,3,203,67.66666666666667
наказувати,примусити,3,211,70.33333333333333
замовчати,примусити,1,200,200.0
зобов’язувати,примусити,1,213,213.0
мусити,примусити,1,213,213.0
наказати,примусити,1,199,199.0
обов’язково,примусити,1,202,202.0
одружувати,примусити,1,211,211.0
подіяти,примусити,1,199,199.0
зобов’язаний,примусове,1,213,213.0
обов’язковий,примусовий,6,209,34.833333333333336
зобов’язаний,примусовий,1,213,213.0
залежність,примусовість,1,211,211.0
обов’язковий,примусово,1,209,209.0
обов’язково,примусово,1,202,202.0
треба,примусово,1,201,201.0
зобов’язаний,примушений,2,213,106.5
обов’язковий,примушений,1,209,209.0
вимога,примушення,1,210,210.0
зобов’язувати,примушувати,11,213,19.363636363636363
наказувати,примушувати,7,211,30.142857142857142
керівник,примушувач,1,205,205.0
захотітися,примха,1,202,202.0
обов’язок,примха,1,214,214.0
пожаліти,примхи,1,201,201.0
потерпати,примхи,1,209,209.0
мрія,примхлива,1,216,216.0
світ,примхливий,1,210,210.0
віра,принагідна,1,206,206.0
вчасний,принагідно,1,201,201.0
помічний,приналежний,1,212,212.0
зрозуміти,приналежність,1,201,201.0
мати2,приналежність,1,216,216.0
наказувати,приневолювати,1,211,211.0
взяти,принести,1,202,202.0
наказати,принести,1,199,199.0
обіцяти,принести,1,212,212.0
пообіцяти,принести,1,201,201.0
веселити,принести траву,1,201,201.0
бідність,приниження,1,204,204.0
витримувати,приниження,1,210,210.0
дозвіл,приниження,1,202,202.0
допомога,приниження,1,201,201.0
забуватися,приниження,1,217,217.0
залежність,приниження,1,211,211.0
наказ,приниження,1,213,213.0
ненависть,приниження,1,198,198.0
сором,приниження,1,208,208.0
страх,приниження,1,206,206.0
неприємно,принижуватись,1,206,206.0
очорнити,принизити,1,202,202.0
страх,принизливо,1,206,206.0
ніс,приніс,1,222,222.0
заробляти,приносить задоволення і впевненість,1,218,218.0
багатий,принц,2,213,106.5
вважати,принц,1,201,201.0
жаба,принц,1,203,203.0
чільний,принц,1,210,210.0
чоловік,принц,1,213,213.0
уявляти,принца,1,213,213.0
дочка,принцеса,1,203,203.0
жінка,принцеса,1,201,201.0
вагомий,принцип,1,203,203.0
вартість,принцип,1,205,205.0
вірність,принцип,1,211,211.0
зобов’язаний,принцип,1,213,213.0
стриманість,принцип,1,207,207.0
чільний,принципіальний,1,210,210.0
зауваження,принциповість,1,202,202.0
робота,принциповість,1,200,200.0
сердечний,припадок,1,212,212.0
перестати,припини,1,198,198.0
перестати,припинити,2,198,99.0
переставати,припиняти,4,210,52.5
звільнятися,приплив приємних емоцій,1,214,214.0
спокійно,припни,1,203,203.0
гадати,припускати,1,203,203.0
міркувати,припускати,1,215,215.0
невірно,припускати,1,204,204.0
можливий,припустимий,1,211,211.0
гадати,припустимість,1,203,203.0
жахливо,припустити,1,203,203.0
гадати,припущення,2,203,101.5
міркування,припущення,1,201,201.0
зобов’язати,приректи,1,203,203.0
зобов’язаний,приречений,1,213,213.0
поклик,приреченість,1,198,198.0
доля,приречення,1,199,199.0
село,природа,9,210,23.333333333333332
зеленіти,природа,3,215,71.66666666666667
свобода,природа,3,209,69.66666666666667
сільський,природа,3,213,71.0
верба,природа,2,202,101.0
зелений,природа,2,205,102.5
поклик,природа,2,198,99.0
розум,природа,2,211,105.5
світ,природа,2,210,105.0
цікавитися,природа,2,214,107.0
байдуже,природа,1,207,207.0
бентежити,природа,1,202,202.0
близькість,природа,1,203,203.0
відчувати,природа,1,202,202.0
вітер,природа,1,205,205.0
далечінь,природа,1,201,201.0
дерево,природа,1,203,203.0
дивитися,природа,1,199,199.0
дивуватися,природа,1,210,210.0
діятися,природа,1,211,211.0
дощ,природа,1,202,202.0
живий,природа,1,223,223.0
звільнитися,природа,1,204,204.0
звільнятися,природа,1,214,214.0
звір,природа,1,201,201.0
край,природа,1,216,216.0
любов,природа,1,206,206.0
мріяти,природа,1,213,213.0
наказ,природа,1,213,213.0
пізнати,природа,1,419,419.0
повір’я,природа,1,212,212.0
погостювати,природа,1,200,200.0
позеленіти,природа,1,203,203.0
працюючий,природа,1,211,211.0
розмовляти,природа,1,212,212.0
розумно,природа,1,201,201.0
сіріти,природа,1,211,211.0
сніг,природа,1,190,190.0
спокій,природа,1,211,211.0
талан,природа,1,211,211.0
поклик,природи,8,198,24.75
пам’ятка,природи,3,212,70.66666666666667
диво,природи,2,200,100.0
близькість,природи,1,203,203.0
дитина,природи,1,202,202.0
