Source,Target,SourceWord,TargetWord,R,N,Weight,Label
603,834,почуття,щирість,1,212,212.0,1 / 212
677,834,серце,щирість,1,211,211.0,1 / 211
692,834,сміливість,щирість,1,208,208.0,1 / 208
694,834,сміх,щирість,1,207,207.0,1 / 207
695,834,сміятися,щирість,1,215,215.0,1 / 215
785,834,уважність,щирість,1,203,203.0,1 / 203
833,834,щирий,щирість,1,214,214.0,1 / 214
649,835,розсміятися,щиро,9,197,21.88888888888889,9 / 197
695,835,сміятися,щиро,7,215,30.714285714285715,7 / 215
567,835,покохати,щиро,6,210,35.0,6 / 210
75,835,веселитися,щиро,3,210,70.0,3 / 210
111,835,відповісти,щиро,3,205,68.33333333333333,3 / 205
332,835,здивуватися,щиро,3,200,66.66666666666667,3 / 200
65,835,вболівати,щиро,2,204,102.0,2 / 204
562,835,позаздрити,щиро,2,202,101.0,2 / 202
568,835,полюбити,щиро,2,204,102.0,2 / 204
620,835,промовляти,щиро,2,213,106.5,2 / 213
627,835,радити,щиро,2,216,108.0,2 / 216
631,835,радіти,щиро,2,211,105.5,2 / 211
7,835,бажати,щиро,1,208,208.0,1 / 208
26,835,бідно,щиро,1,204,204.0,1 / 204
119,835,вільно,щиро,1,205,205.0,1 / 205
121,835,вірити,щиро,1,201,201.0,1 / 201
138,835,ворогувати,щиро,1,202,202.0,1 / 202
169,835,говорити,щиро,1,202,202.0,1 / 202
211,835,дивуватися,щиро,1,210,210.0,1 / 210
228,835,допомагати,щиро,1,198,198.0,1 / 198
235,835,дружити,щиро,1,200,200.0,1 / 200
276,835,заздрити,щиро,1,216,216.0,1 / 216
359,835,зрадіти,щиро,1,200,200.0,1 / 200
389,835,кохати,щиро,1,215,215.0,1 / 215
453,835,назватися,щиро,1,198,198.0,1 / 198
487,835,обіцяти,щиро,1,212,212.0,1 / 212
531,835,побажати,щиро,1,198,198.0,1 / 198
554,835,по-доброму,щиро,1,201,201.0,1 / 201
558,835,пожалкувати,щиро,1,200,200.0,1 / 200
579,835,порадити,щиро,1,200,200.0,1 / 200
606,835,правдивий,щиро,1,210,210.0,1 / 210
610,835,працювати,щиро,1,214,214.0,1 / 214
611,835,працюватися,щиро,1,211,211.0,1 / 211
619,835,промовити,щиро,1,200,200.0,1 / 200
629,835,радісно,щиро,1,198,198.0,1 / 198
632,835,радо,щиро,1,198,198.0,1 / 198
199,3856,дарма,що,16,202,12.625,16 / 202
8,3856,байдуже,що,3,207,69.0,3 / 207
325,3856,згадати,що,2,206,103.0,2 / 206
619,3856,промовити,що,2,200,100.0,2 / 200
687,3856,сказати,що,2,205,102.5,2 / 205
789,3856,усвідомити,що,2,200,100.0,2 / 200
837,3856,як,що,2,218,109.0,2 / 218
45,3856,брати,що,1,202,202.0,1 / 202
57,3856,важко,що,1,203,203.0,1 / 203
60,3856,важливо,що,1,202,202.0,1 / 202
66,3856,вважати,що,1,201,201.0,1 / 201
71,3856,вдома,що,1,212,212.0,1 / 212
81,3856,взнати,що,1,206,206.0,1 / 206
89,3856,вигукнути,що,1,203,203.0,1 / 203
97,3856,витримати,що,1,203,203.0,1 / 203
111,3856,відповісти,що,1,205,205.0,1 / 205
114,3856,відчути,що,1,205,205.0,1 / 205
148,3856,втратити,що,1,205,205.0,1 / 205
151,3856,вчинити,що,1,203,203.0,1 / 203
171,3856,головне,що,1,204,204.0,1 / 204
224,3856,дозволити,що,1,202,202.0,1 / 202
265,3856,забракнути,що,1,202,202.0,1 / 202
268,3856,забути,що,1,204,204.0,1 / 204
274,3856,заговорити,що,1,204,204.0,1 / 204
285,3856,запитати,що,1,199,199.0,1 / 199
293,3856,зауважити,що,1,203,203.0,1 / 203
295,3856,захотіти,що,1,204,204.0,1 / 204
302,3856,збентеження,що,1,202,202.0,1 / 202
306,3856,збрехати,що,1,205,205.0,1 / 205
307,3856,зважити,що,1,202,202.0,1 / 202
334,3856,здобути,що,1,204,204.0,1 / 204
340,3856,з’їсти,що,1,200,200.0,1 / 200
343,3856,зліва,що,1,201,201.0,1 / 201
349,3856,знати,що,1,215,215.0,1 / 215
360,3856,зробити,що,1,202,202.0,1 / 202
362,3856,зрозуміти,що,1,201,201.0,1 / 201
413,3856,мати1,що,1,229,229.0,1 / 229
418,3856,минути,що,1,201,201.0,1 / 201
449,3856,наблизити,що,1,199,199.0,1 / 199
462,3856,насправді,що,1,204,204.0,1 / 204
467,3856,недарма,що,1,205,205.0,1 / 205
503,3856,охоче,що,1,202,202.0,1 / 202
522,3856,перестати,що,1,198,198.0,1 / 198
529,3856,пізнати,що,1,419,419.0,1 / 419
532,3856,побачити,що,1,199,199.0,1 / 199
536,3856,побілити,що,1,200,200.0,1 / 200
547,3856,погано,що,1,198,198.0,1 / 198
551,3856,подіяти,що,1,199,199.0,1 / 199
558,3856,пожалкувати,що,1,200,200.0,1 / 200
571,3856,помислити,що,1,200,200.0,1 / 200
577,3856,пообіцяти,що,1,201,201.0,1 / 201
584,3856,послухати,що,1,203,203.0,1 / 203
588,3856,поталанити,що,1,201,201.0,1 / 201
592,3856,потерпіти,що,1,201,201.0,1 / 201
601,3856,почути,що,1,201,201.0,1 / 201
615,3856,приємно,що,1,201,201.0,1 / 201
616,3856,прожити,що,1,202,202.0,1 / 202
699,3856,сором,що,1,208,208.0,1 / 208
703,3856,спитати,що,1,203,203.0,1 / 203
717,3856,справдити,що,1,199,199.0,1 / 199
718,3856,справді,що,1,203,203.0,1 / 203
719,3856,справжній,що,1,216,216.0,1 / 216
720,3856,спромагатися,що,1,215,215.0,1 / 215
723,3856,спрямувати,що,1,202,202.0,1 / 202
725,3856,ставатися,що,1,202,202.0,1 / 202
740,3856,стримано,що,1,203,203.0,1 / 203
741,3856,стримати,що,1,203,203.0,1 / 203
767,3856,терпіти,що,1,214,214.0,1 / 214
774,3856,тримати,що,1,213,213.0,1 / 213
790,3856,усвідомлювати,що,1,213,213.0,1 / 213
792,3856,уявити,що,1,202,202.0,1 / 202
822,3856,чорнити,що,1,202,202.0,1 / 202
8,3857,байдуже,що?,1,207,207.0,1 / 207
224,3857,дозволити,що?,1,202,202.0,1 / 202
329,3857,здивований,що?,1,214,214.0,1 / 214
330,3857,здивовано,що?,1,203,203.0,1 / 203
332,3857,здивуватися,що?,1,200,200.0,1 / 200
349,3857,знати,що?,1,215,215.0,1 / 215
360,3857,зробити,що?,1,202,202.0,1 / 202
372,3857,їстися,що?,1,214,214.0,1 / 214
472,3857,незручно,що?,1,202,202.0,1 / 202
487,3857,обіцяти,що?,1,212,212.0,1 / 212
551,3857,подіяти,що?,1,199,199.0,1 / 199
552,3857,подіятися,що?,1,201,201.0,1 / 201
638,3857,робити,що?,1,212,212.0,1 / 212
157,3858,газета,щоденна,4,201,50.25,4 / 201
368,3858,їжа,щоденна,1,204,204.0,1 / 204
613,3858,праця,щоденна,1,211,211.0,1 / 211
630,3858,радість,щоденна,1,210,210.0,1 / 210
202,3859,денний,щоденний,2,200,100.0,2 / 200
287,3859,заробіток,щоденний,2,203,101.5,2 / 203
310,3859,звикати,щоденний,1,213,213.0,1 / 213
316,3859,звичний,щоденний,1,212,212.0,1 / 212
363,3859,зручний,щоденний,1,213,213.0,1 / 213
394,3859,лад,щоденний,1,203,203.0,1 / 203
684,3859,сірий,щоденний,1,212,212.0,1 / 212
15,3860,бачитися,щодня,2,202,101.0,2 / 202
20,3860,бігати,щодня,1,203,203.0,1 / 203
21,3860,бігом,щодня,1,205,205.0,1 / 205
70,3860,вдень,щодня,1,203,203.0,1 / 203
75,3860,веселитися,щодня,1,210,210.0,1 / 210
201,3860,дармувати,щодня,1,219,219.0,1 / 219
244,3860,жалкувати,щодня,1,217,217.0,1 / 217
306,3860,збрехати,щодня,1,205,205.0,1 / 205
314,3860,звичайно,щодня,1,205,205.0,1 / 205
370,3860,їздити,щодня,1,217,217.0,1 / 217
371,3860,їсти,щодня,1,213,213.0,1 / 213
445,3860,мріяти,щодня,1,213,213.0,1 / 213
517,3860,перемагати,щодня,1,214,214.0,1 / 214
611,3860,працюватися,щодня,1,211,211.0,1 / 211
641,3860,робота,щодня,1,200,200.0,1 / 200
81,3861,взнати,щось,11,206,18.727272727272727,11 / 206
790,3861,усвідомлювати,щось,11,213,19.363636363636363,11 / 213
293,3861,зауважити,щось,10,203,20.3,10 / 203
414,3861,мати2,щось,10,216,21.6,10 / 216
804,3861,хотіти,щось,10,215,21.5,10 / 215
82,3861,взяти,щось,8,202,25.25,8 / 202
360,3861,зробити,щось,8,202,25.25,8 / 202
487,3861,обіцяти,щось,8,212,26.5,8 / 212
687,3861,сказати,щось,8,205,25.625,8 / 205
774,3861,тримати,щось,8,213,26.625,8 / 213
69,3861,вгадати,щось,7,205,29.285714285714285,7 / 205
148,3861,втратити,щось,7,205,29.285714285714285,7 / 205
224,3861,дозволити,щось,7,202,28.857142857142858,7 / 202
268,3861,забути,щось,7,204,29.142857142857142,7 / 204
285,3861,запитати,щось,7,199,28.428571428571427,7 / 199
307,3861,зважити,щось,7,202,28.857142857142858,7 / 202
349,3861,знати,щось,7,215,30.714285714285715,7 / 215
266,3861,забувати,щось,6,220,36.66666666666666,6 / 220
284,3861,запам’ятати,щось,6,200,33.333333333333336,6 / 200
376,3861,казати,щось,6,211,35.166666666666664,6 / 211
577,3861,пообіцяти,щось,6,201,33.5,6 / 201
601,3861,почути,щось,6,201,33.5,6 / 201
789,3861,усвідомити,щось,6,200,33.333333333333336,6 / 200
87,3861,вибрати,щось,5,203,40.6,5 / 203
340,3861,з’їсти,щось,5,200,40.0,5 / 200
433,3861,могти,щось,5,213,42.6,5 / 213
527,3861,пізнавати,щось,5,213,42.6,5 / 213
529,3861,пізнати,щось,5,419,83.8,5 / 419
638,3861,робити,щось,5,212,42.4,5 / 212
703,3861,спитати,щось,5,203,40.6,5 / 203
91,3861,вимагати,щось,4,202,50.5,4 / 202
97,3861,витримати,щось,4,203,50.75,4 / 203
325,3861,згадати,щось,4,206,51.5,4 / 206
346,3861,змогти,щось,4,202,50.5,4 / 202
353,3861,зненавидіти,щось,4,205,51.25,4 / 205
579,3861,порадити,щось,4,200,50.0,4 / 200
792,3861,уявити,щось,4,202,50.5,4 / 202
64,3861,вартувати,щось,3,214,71.33333333333333,3 / 214
90,3861,вигукувати,щось,3,201,67.0,3 / 201
114,3861,відчути,щось,3,205,68.33333333333333,3 / 205
295,3861,захотіти,щось,3,204,68.0,3 / 204
334,3861,здобути,щось,3,204,68.0,3 / 204
413,3861,мати1,щось,3,229,76.33333333333333,3 / 229
415,3861,минати,щось,3,211,70.33333333333333,3 / 211
418,3861,минути,щось,3,201,67.0,3 / 201
532,3861,побачити,щось,3,199,66.33333333333333,3 / 199
592,3861,потерпіти,щось,3,201,67.0,3 / 201
733,3861,статися,щось,3,199,66.33333333333333,3 / 199
767,3861,терпіти,щось,3,214,71.33333333333333,3 / 214
14,3861,бачити,щось,2,203,101.5,2 / 203
45,3861,брати,щось,2,202,101.0,2 / 202
55,3861,важити,щось,2,213,106.5,2 / 213
99,3861,витримувати,щось,2,210,105.0,2 / 210
111,3861,відповісти,щось,2,205,102.5,2 / 205
112,3861,відчувати,щось,2,202,101.0,2 / 202
219,3861,діятися,щось,2,211,105.5,2 / 211
327,3861,згадувати,щось,2,214,107.0,2 / 214
427,3861,мовити,щось,2,214,107.0,2 / 214
437,3861,можна,щось,2,199,99.5,2 / 199
446,3861,мусити,щось,2,213,106.5,2 / 213
454,3861,називати,щось,2,216,108.0,2 / 216
457,3861,наказати,щось,2,199,99.5,2 / 199
474,3861,ненавидіти,щось,2,215,107.5,2 / 215
519,3861,перемогти,щось,2,419,209.5,2 / 419
525,3861,питати,щось,2,210,105.0,2 / 210
531,3861,побажати,щось,2,198,99.0,2 / 198
552,3861,подіятися,щось,2,201,100.5,2 / 201
558,3861,пожалкувати,щось,2,200,100.0,2 / 200
619,3861,промовити,щось,2,200,100.0,2 / 200
689,3861,слухати,щось,2,219,109.5,2 / 219
793,3861,уявляти,щось,2,213,106.5,2 / 213
795,3861,хвилювати,щось,2,213,106.5,2 / 213
84,3861,вибирати,щось,1,200,200.0,1 / 200
89,3861,вигукнути,щось,1,203,203.0,1 / 203
113,3861,відчуватися,щось,1,213,213.0,1 / 213
193,3861,гукнути,щось,1,204,204.0,1 / 204
201,3861,дармувати,щось,1,219,219.0,1 / 219
225,3861,дозволяти,щось,1,201,201.0,1 / 201
244,3861,жалкувати,щось,1,217,217.0,1 / 217
267,3861,забуватися,щось,1,217,217.0,1 / 217
269,3861,забутися,щось,1,199,199.0,1 / 199
274,3861,заговорити,щось,1,204,204.0,1 / 204
279,3861,заладнати,щось,1,200,200.0,1 / 200
283,3861,замовчати,щось,1,200,200.0,1 / 200
296,3861,захотітися,щось,1,202,202.0,1 / 202
298,3861,збагатити,щось,1,205,205.0,1 / 205
333,3861,здобувати,щось,1,214,214.0,1 / 214
356,3861,зобов’язати,щось,1,203,203.0,1 / 203
362,3861,зрозуміти,щось,1,201,201.0,1 / 201
371,3861,їсти,щось,1,213,213.0,1 / 213
396,3861,ладнати,щось,1,207,207.0,1 / 207
420,3861,мислити,щось,1,213,213.0,1 / 213
436,3861,можливо,щось,1,200,200.0,1 / 200
447,3861,наближати,щось,1,211,211.0,1 / 211
449,3861,наблизити,щось,1,199,199.0,1 / 199
452,3861,назвати,щось,1,205,205.0,1 / 205
455,3861,називатися,щось,1,211,211.0,1 / 211
462,3861,насправді,щось,1,204,204.0,1 / 204
476,3861,неприємний,щось,1,211,211.0,1 / 211
507,3861,очолювати,щось,1,214,214.0,1 / 214
508,3861,очорнити,щось,1,202,202.0,1 / 202
515,3861,перелякати,щось,1,200,200.0,1 / 200
517,3861,перемагати,щось,1,214,214.0,1 / 214
533,3861,побачитися,щось,1,199,199.0,1 / 199
536,3861,побілити,щось,1,200,200.0,1 / 200
538,3861,побоювання,щось,1,212,212.0,1 / 212
540,3861,побоятися,щось,1,198,198.0,1 / 198
556,3861,подумати,щось,1,202,202.0,1 / 202
565,3861,покликання,щось,1,199,199.0,1 / 199
569,3861,помагати,щось,1,215,215.0,1 / 215
571,3861,помислити,щось,1,200,200.0,1 / 200
583,3861,посіріти,щось,1,202,202.0,1 / 202
584,3861,послухати,щось,1,203,203.0,1 / 203
594,3861,потребувати,щось,1,216,216.0,1 / 216
595,3861,потрібний,щось,1,215,215.0,1 / 215
620,3861,промовляти,щось,1,213,213.0,1 / 213
627,3861,радити,щось,1,216,216.0,1 / 216
651,3861,розуміти,щось,1,213,213.0,1 / 213
705,3861,співати,щось,1,214,214.0,1 / 214
721,3861,спромогтися,щось,1,203,203.0,1 / 203
741,3861,стримати,щось,1,203,203.0,1 / 203
807,3861,цікавити,щось,1,217,217.0,1 / 217
810,3861,цікаво,щось,1,202,202.0,1 / 202
815,3861,чинити,щось,1,212,212.0,1 / 212
826,3861,чути,щось,1,203,203.0,1 / 203
720,3862,спромагатися,щось зробити,7,215,30.714285714285715,7 / 215
267,3862,забуватися,щось зробити,6,217,36.16666666666666,6 / 217
693,3862,сміти,щось зробити,4,212,53.0,4 / 212
395,3862,ладен,щось зробити,3,217,72.33333333333333,3 / 217
457,3862,наказати,щось зробити,3,199,66.33333333333333,3 / 199
721,3862,спромогтися,щось зробити,3,203,67.66666666666667,3 / 203
346,3862,змогти,щось зробити,2,202,101.0,2 / 202
433,3862,могти,щось зробити,2,213,106.5,2 / 213
436,3862,можливо,щось зробити,2,200,100.0,2 / 200
577,3862,пообіцяти,щось зробити,2,201,100.5,2 / 201
804,3862,хотіти,щось зробити,2,215,107.5,2 / 215
46,3862,братися,щось зробити,1,213,213.0,1 / 213
224,3862,дозволити,щось зробити,1,202,202.0,1 / 202
266,3862,забувати,щось зробити,1,220,220.0,1 / 220
356,3862,зобов’язати,щось зробити,1,203,203.0,1 / 203
437,3862,можна,щось зробити,1,199,199.0,1 / 199
446,3862,мусити,щось зробити,1,213,213.0,1 / 213
458,3862,наказувати,щось зробити,1,211,211.0,1 / 211
461,3862,насмілитися,щось зробити,1,204,204.0,1 / 204
486,3862,обіцянка,щось зробити,1,214,214.0,1 / 214
504,3862,охочий,щось зробити,1,212,212.0,1 / 212
535,3862,побігти,щось зробити,1,198,198.0,1 / 198
539,3862,побоюватися,щось зробити,1,414,414.0,1 / 414
540,3862,побоятися,щось зробити,1,198,198.0,1 / 198
579,3862,порадити,щось зробити,1,200,200.0,1 / 200
597,3862,потурбуватися,щось зробити,1,200,200.0,1 / 200
627,3862,радити,щось зробити,1,216,216.0,1 / 216
660,3862,свідомо,щось зробити,1,204,204.0,1 / 204
837,3862,як,щось зробити,1,218,218.0,1 / 218
799,3863,хлопець,юнак,7,221,31.571428571428573,7 / 221
439,3863,молодий,юнак,6,210,35.0,6 / 210
691,3863,сміливий,юнак,4,207,51.75,4 / 207
429,3863,мовчазний,юнак,3,215,71.66666666666667,3 / 215
706,3863,співучий,юнак,3,213,71.0,3 / 213
73,3863,веселий,юнак,2,212,106.0,2 / 212
146,3863,вразливий,юнак,2,200,100.0,2 / 200
702,3863,сором’язливий,юнак,2,214,107.0,2 / 214
751,3863,схвильований,юнак,2,214,107.0,2 / 214
187,3863,грішний,юнак,1,218,218.0,1 / 218
208,3863,дивний,юнак,1,211,211.0,1 / 211
441,3863,молодіти,юнак,1,211,211.0,1 / 211
514,3863,переляканий,юнак,1,212,212.0,1 / 212
576,3863,помолодіти,юнак,1,200,200.0,1 / 200
713,3863,спокійний,юнак,1,215,215.0,1 / 215
738,3863,стриманий,юнак,1,212,212.0,1 / 212
744,3863,сумний,юнак,1,213,213.0,1 / 213
750,3863,сучасний,юнак,1,215,215.0,1 / 215
784,3863,уважний,юнак,1,213,213.0,1 / 213
833,3863,щирий,юнак,1,214,214.0,1 / 214
81,3864,взнати,щось нове,3,206,68.66666666666667,3 / 206
527,3864,пізнавати,щось нове,3,213,71.0,3 / 213
332,3864,здивуватися,щось нове,1,200,200.0,1 / 200
528,3864,пізнання,щось нове,1,214,214.0,1 / 214
360,3865,зробити,щось приємне,2,202,101.0,2 / 202
601,3865,почути,щось приємне,2,201,100.5,2 / 201
7,3865,бажати,щось приємне,1,208,208.0,1 / 208
306,3865,збрехати,щось приємне,1,205,205.0,1 / 205
327,3865,згадувати,щось приємне,1,214,214.0,1 / 214
359,3865,зрадіти,щось приємне,1,200,200.0,1 / 200
364,3865,зручність,щось приємне,1,205,205.0,1 / 205
427,3865,мовити,щось приємне,1,214,214.0,1 / 214
603,3865,почуття,щось приємне,1,212,212.0,1 / 212
793,3865,уявляти,щось приємне,1,213,213.0,1 / 213
693,3866,сміти,щось робити,3,212,70.66666666666667,3 / 212
720,3866,спромагатися,щось робити,3,215,71.66666666666667,3 / 215
356,3866,зобов’язати,щось робити,2,203,101.5,2 / 203
458,3866,наказувати,щось робити,2,211,105.5,2 / 211
6,3866,бажано,щось робити,1,205,205.0,1 / 205
40,3866,боязко,щось робити,1,203,203.0,1 / 203
46,3866,братися,щось робити,1,213,213.0,1 / 213
63,3866,варто,щось робити,1,203,203.0,1 / 203
83,3866,взятися,щось робити,1,200,200.0,1 / 200
217,3866,дія,щось робити,1,202,202.0,1 / 202
218,3866,діяти,щось робити,1,199,199.0,1 / 199
219,3866,діятися,щось робити,1,211,211.0,1 / 211
224,3866,дозволити,щось робити,1,202,202.0,1 / 202
225,3866,дозволяти,щось робити,1,201,201.0,1 / 201
315,3866,звичка,щось робити,1,203,203.0,1 / 203
317,3866,звично,щось робити,1,203,203.0,1 / 203
367,3866,інколи,щось робити,1,218,218.0,1 / 218
397,3866,ладний,щось робити,1,213,213.0,1 / 213
457,3866,наказати,щось робити,1,199,199.0,1 / 199
521,3866,переставати,щось робити,1,210,210.0,1 / 210
522,3866,перестати,щось робити,1,198,198.0,1 / 198
700,3866,соромитися,щось робити,1,214,214.0,1 / 214
790,3866,усвідомлювати,щось робити,1,213,213.0,1 / 213
440,3867,молодість,юність,15,218,14.533333333333331,15 / 218
443,3867,молодь,юність,8,204,25.5,8 / 204
441,3867,молодіти,юність,4,211,52.75,4 / 211
213,3867,дитинство,юність,3,218,72.66666666666667,3 / 218
438,3867,молода,юність,2,215,107.5,2 / 215
439,3867,молодий,юність,2,210,105.0,2 / 210
442,3867,молодо,юність,2,207,103.5,2 / 207
576,3867,помолодіти,юність,2,200,100.0,2 / 200
730,3867,старість,юність,2,209,104.5,2 / 209
423,3867,місто,юність,1,219,219.0,1 / 219
663,3867,світанок,юність,1,203,203.0,1 / 203
694,3867,сміх,юність,1,207,207.0,1 / 207
727,3867,ставлення,юність,1,209,209.0,1 / 209
570,3868,помаранчевий,Ющенко,42,228,5.428571428571429,42 / 228
656,3868,самостійність,Ющенко,2,204,102.0,2 / 204
787,3868,уряд,Ющенко,2,201,100.5,2 / 201
59,3868,важливість,Ющенко,1,203,203.0,1 / 203
411,3868,майбутнє,Ющенко,1,221,221.0,1 / 221
656,3869,самостійність,я,8,204,25.5,8 / 204
439,3869,молодий,я,7,210,30.0,7 / 210
73,3869,веселий,я,5,212,42.4,5 / 212
406,3869,людина,я,5,204,40.8,5 / 204
652,3869,розумний,я,5,211,42.2,5 / 211
768,3869,терплячий,я,4,213,53.25,4 / 213
830,3869,щасливий,я,4,212,53.0,4 / 212
118,3869,вільний,я,3,200,66.66666666666667,3 / 200
123,3869,вірний,я,3,214,71.33333333333333,3 / 214
165,3869,гнівний,я,3,216,72.0,3 / 216
187,3869,грішний,я,3,218,72.66666666666667,3 / 218
231,3869,дочка,я,3,203,67.66666666666667,3 / 203
254,3869,живий,я,3,223,74.33333333333333,3 / 223
520,3869,переможець,я,3,200,66.66666666666667,3 / 200
691,3869,сміливий,я,3,207,69.0,3 / 207
692,3869,сміливість,я,3,208,69.33333333333333,3 / 208
706,3869,співучий,я,3,213,71.0,3 / 213
713,3869,спокійний,я,3,215,71.66666666666667,3 / 215
744,3869,сумний,я,3,213,71.0,3 / 213
799,3869,хлопець,я,3,221,73.66666666666667,3 / 221
16,3869,безталанний,я,2,202,101.0,2 / 202
88,3869,вигук,я,2,212,106.0,2 / 212
93,3869,вимогливий,я,2,210,105.0,2 / 210
146,3869,вразливий,я,2,200,100.0,2 / 200
172,3869,головний,я,2,202,101.0,2 / 202
212,3869,дитина,я,2,202,101.0,2 / 202
366,3869,ім’я,я,2,221,110.5,2 / 221
397,3869,ладний,я,2,213,106.5,2 / 213
443,3869,молодь,я,2,204,102.0,2 / 204
469,3869,незалежність,я,2,201,100.5,2 / 201
474,3869,ненавидіти,я,2,215,107.5,2 / 215
498,3869,озлитися,я,2,199,99.5,2 / 199
609,3869,працьовитий,я,2,209,104.5,2 / 209
614,3869,приємний,я,2,212,106.0,2 / 212
658,3869,свідомий,я,2,210,105.0,2 / 210
659,3869,свідомість,я,2,209,104.5,2 / 209
778,3869,тужливий,я,2,212,106.0,2 / 212
837,3869,як,я,2,218,109.0,2 / 218
0,3869,багатий,я,1,213,213.0,1 / 213
9,3869,байдужий,я,1,202,202.0,1 / 202
12,3869,батько,я,1,203,203.0,1 / 203
23,3869,бідний,я,1,210,210.0,1 / 210
44,3869,брат,я,1,204,204.0,1 / 204
49,3869,брехун,я,1,210,210.0,1 / 210
51,3869,бути,я,1,213,213.0,1 / 213
64,3869,вартувати,я,1,214,214.0,1 / 214
66,3869,вважати,я,1,201,201.0,1 / 201
76,3869,весело,я,1,203,203.0,1 / 203
89,3869,вигукнути,я,1,203,203.0,1 / 203
116,3869,відчуття,я,1,209,209.0,1 / 209
134,3869,володіння,я,1,204,204.0,1 / 204
135,3869,володіти,я,1,201,201.0,1 / 201
160,3869,гість,я,1,201,201.0,1 / 201
163,3869,гнів,я,1,201,201.0,1 / 201
179,3869,господар,я,1,200,200.0,1 / 200
208,3869,дивний,я,1,211,211.0,1 / 211
215,3869,дівчина,я,1,201,201.0,1 / 201
216,3869,дім,я,1,201,201.0,1 / 201
229,3869,допомога,я,1,201,201.0,1 / 201
240,3869,дурний,я,1,218,218.0,1 / 218
246,3869,жарт,я,1,202,202.0,1 / 202
249,3869,жах,я,1,204,204.0,1 / 204
257,3869,життя,я,1,212,212.0,1 / 212
317,3869,звично,я,1,203,203.0,1 / 203
322,3869,звільняти,я,1,212,212.0,1 / 212
328,3869,згрішити,я,1,204,204.0,1 / 204
345,3869,зло,я,1,209,209.0,1 / 209
379,3869,керівник,я,1,205,205.0,1 / 205
387,3869,коханий,я,1,210,210.0,1 / 210
433,3869,могти,я,1,213,213.0,1 / 213
435,3869,можливість,я,1,215,215.0,1 / 215
438,3869,молода,я,1,215,215.0,1 / 215
440,3869,молодість,я,1,218,218.0,1 / 218
445,3869,мріяти,я,1,213,213.0,1 / 213
504,3869,охочий,я,1,212,212.0,1 / 212
507,3869,очолювати,я,1,214,214.0,1 / 214
517,3869,перемагати,я,1,214,214.0,1 / 214
519,3869,перемогти,я,1,419,419.0,1 / 419
529,3869,пізнати,я,1,419,419.0,1 / 419
544,3869,повірити,я,1,199,199.0,1 / 199
586,3869,поставитися,я,1,200,200.0,1 / 200
597,3869,потурбуватися,я,1,200,200.0,1 / 200
606,3869,правдивий,я,1,210,210.0,1 / 210
607,3869,правий,я,1,217,217.0,1 / 217
628,3869,радісний,я,1,217,217.0,1 / 217
650,3869,розум,я,1,211,211.0,1 / 211
657,3869,свиня,я,1,213,213.0,1 / 213
674,3869,сердитий,я,1,211,211.0,1 / 211
685,3869,сірість,я,1,217,217.0,1 / 217
702,3869,сором’язливий,я,1,214,214.0,1 / 214
705,3869,співати,я,1,214,214.0,1 / 214
722,3869,спроможний,я,1,204,204.0,1 / 204
729,3869,старий,я,1,210,210.0,1 / 210
738,3869,стриманий,я,1,212,212.0,1 / 212
740,3869,стримано,я,1,203,203.0,1 / 203
745,3869,сумно,я,1,202,202.0,1 / 202
784,3869,уважний,я,1,213,213.0,1 / 213
787,3869,уряд,я,1,201,201.0,1 / 201
810,3869,цікаво,я,1,202,202.0,1 / 202
819,3869,чоловік,я,1,213,213.0,1 / 213
833,3869,щирий,я,1,214,214.0,1 / 214
839,3869,яскравий,я,1,217,217.0,1 / 217
307,3870,зважити,яблука,3,202,67.33333333333333,3 / 202
55,3870,важити,яблука,1,213,213.0,1 / 213
340,3870,з’їсти,яблука,1,200,200.0,1 / 200
373,3870,їстівний,яблука,1,213,213.0,1 / 213
576,3870,помолодіти,яблука,1,200,200.0,1 / 200
814,3870,червоніти,яблука,1,212,212.0,1 / 212
340,3871,з’їсти,яблуко,23,200,8.695652173913043,23 / 200
814,3871,червоніти,яблуко,8,212,26.5,8 / 212
813,3871,червоний,яблуко,7,213,30.428571428571427,7 / 213
371,3871,їсти,яблуко,4,213,53.25,4 / 213
373,3871,їстівний,яблуко,4,213,53.25,4 / 213
561,3871,пожовтіти,яблуко,4,203,50.75,4 / 203
262,3871,жовтіти,яблуко,3,213,71.0,3 / 213
599,3871,почервоніти,яблуко,3,201,67.0,3 / 201
185,3871,гріх,яблуко,2,201,100.5,2 / 201
261,3871,жовтий,яблуко,2,215,107.5,2 / 215
368,3871,їжа,яблуко,2,204,102.0,2 / 204
82,3871,взяти,яблуко,1,202,202.0,1 / 202
87,3871,вибрати,яблуко,1,203,203.0,1 / 203
258,3871,жінка,яблуко,1,201,201.0,1 / 201
260,3871,жовкнути,яблуко,1,220,220.0,1 / 220
280,3871,залежати,яблуко,1,214,214.0,1 / 214
281,3871,залежний,яблуко,1,215,215.0,1 / 215
337,3871,зеленіти,яблуко,1,215,215.0,1 / 215
451,3871,назва,яблуко,1,216,216.0,1 / 216
528,3871,пізнання,яблуко,1,214,214.0,1 / 214
563,3871,позеленіти,яблуко,1,203,203.0,1 / 203
583,3871,посіріти,яблуко,1,202,202.0,1 / 202
600,3871,почорніти,яблуко,1,202,202.0,1 / 202
719,3871,справжній,яблуко,1,216,216.0,1 / 216
