Id,Name,Label
2833,поворот,поворот РЕ [6 / 27]
2834,повстання,повстання РЕ [4 / 15]
2835,повсякденний,повсякденний РЕ [4 / 12]
2836,погана,погана РЕ [23 / 71]
2837,погана погода,погана погода РЕ [5 / 7]
2838,погане,погане РЕ [42 / 81]
2839,поганий вчинок,поганий вчинок РЕ [6 / 7]
2840,поганий настрій,поганий настрій РЕ [10 / 12]
2841,поганим,поганим РЕ [7 / 7]
2842,поглядом,поглядом РЕ [12 / 16]
2843,поглянути,поглянути РЕ [10 / 16]
2844,поговорити,поговорити РЕ [10 / 11]
2845,погода,погода РЕ [22 / 44]
2846,погодитись,погодитись РЕ [5 / 10]
2847,погодитися,погодитися РЕ [6 / 9]
2848,погуляти,погуляти РЕ [12 / 13]
2849,подарунок,подарунок РЕ [24 / 51]
2850,подвиг,подвиг РЕ [14 / 16]
2851,подвір’я,подвір’я РЕ [8 / 17]
2852,подив,подив РЕ [22 / 67]
2853,подивитись,подивитись РЕ [15 / 25]
2854,подих,подих РЕ [13 / 19]
2855,подією,подією РЕ [8 / 17]
2856,події,події РЕ [18 / 26]
2857,подію,подію РЕ [11 / 20]
2858,подія,подія РЕ [60 / 145]
2859,подіями,подіями РЕ [6 / 7]
2860,подолати,подолати РЕ [5 / 7]
2861,подорож,подорож РЕ [18 / 46]
2862,подорожувати,подорожувати РЕ [7 / 9]
2863,подруга,подруга РЕ [32 / 64]
2864,подруги,подруги РЕ [7 / 8]
2865,подругу,подругу РЕ [17 / 18]
2866,подрузі,подрузі РЕ [10 / 18]
2867,поет,поет РЕ [9 / 16]
2868,пожежа,пожежа РЕ [6 / 8]
2869,позитивно,позитивно РЕ [6 / 7]
2870,по-злому,по-злому РЕ [3 / 12]
2871,поїзд,поїзд РЕ [23 / 39]
2872,поїздка,поїздка РЕ [7 / 7]
2873,поїсти,поїсти РЕ [10 / 12]
2874,поїхати,поїхати РЕ [9 / 17]
2875,покарання,покарання РЕ [14 / 17]
2876,покора,покора РЕ [7 / 10]
2877,поле,поле РЕ [32 / 71]
2878,полегшення,полегшення РЕ [9 / 10]
2879,політ,політ РЕ [18 / 23]
2880,політик,політик РЕ [16 / 25]
2881,політика,політика РЕ [16 / 27]
2882,полон,полон РЕ [7 / 7]
2883,полум’я,полум’я РЕ [3 / 10]
2884,по-людськи,по-людськи РЕ [4 / 9]
2885,помалу,помалу РЕ [4 / 7]
2886,померти,померти РЕ [18 / 26]
2887,помилка,помилка РЕ [25 / 54]
2888,помилки,помилки РЕ [11 / 15]
2889,помилку,помилку РЕ [6 / 58]
2890,помирати,помирати РЕ [7 / 11]
2891,помисел,помисел РЕ [5 / 7]
2892,помідор,помідор РЕ [7 / 32]
2893,помідори,помідори РЕ [3 / 7]
2894,помітити,помітити РЕ [6 / 10]
2895,помста,помста РЕ [9 / 9]
2896,понеділок,понеділок РЕ [6 / 8]
2897,поради,поради РЕ [10 / 47]
2898,порадник,порадник РЕ [10 / 15]
2899,пораду,пораду РЕ [5 / 21]
2900,поразка,поразка РЕ [15 / 27]
2901,поразки,поразки РЕ [7 / 9]
2902,поразку,поразку РЕ [4 / 21]
2903,портфель,портфель РЕ [10 / 10]
2904,поруч,поруч РЕ [15 / 25]
2905,порядний,порядний РЕ [7 / 8]
2906,порядність,порядність РЕ [7 / 16]
2907,порядок,порядок РЕ [24 / 76]
2908,порятунок,порятунок РЕ [5 / 8]
2909,посадовець,посадовець РЕ [2 / 7]
2910,посивіти,посивіти РЕ [4 / 14]
2911,послати,послати РЕ [5 / 8]
2912,послуга,послуга РЕ [9 / 11]
2913,посміхатись,посміхатись РЕ [7 / 7]
2914,посміхатися,посміхатися РЕ [6 / 7]
2915,посміхнутись,посміхнутись РЕ [12 / 14]
2916,посмішка,посмішка РЕ [14 / 23]
2917,посміятися,посміятися РЕ [4 / 9]
2918,по-справжньому,по-справжньому РЕ [5 / 8]
2919,пост,пост РЕ [7 / 11]
2920,постійно,постійно РЕ [18 / 22]
2921,постріл,постріл РЕ [7 / 22]
2922,поступ,поступ РЕ [8 / 9]
2923,поступити,поступити РЕ [7 / 7]
2924,поступок,поступок РЕ [14 / 20]
2925,потім,потім РЕ [8 / 8]
2926,потрібна,потрібна РЕ [23 / 40]
2927,потрібне,потрібне РЕ [11 / 14]
2928,потрібність,потрібність РЕ [7 / 9]
2929,потрібно,потрібно РЕ [40 / 73]
2930,потяг,потяг РЕ [15 / 16]
2931,пофіг,пофіг РЕ [2 / 8]
2932,похмурий,похмурий РЕ [9 / 10]
2933,похмуро,похмуро РЕ [5 / 7]
2934,похорон,похорон РЕ [8 / 9]
2935,поцілунок,поцілунок РЕ [15 / 23]
2936,початок,початок РЕ [13 / 20]
2937,почувати,почувати РЕ [15 / 21]
2938,почуватись,почуватись РЕ [13 / 34]
2939,почуватися,почуватися РЕ [19 / 71]
2940,почуттів,почуттів РЕ [7 / 8]
2941,пошепки,пошепки РЕ [5 / 15]
2942,пошта,пошта РЕ [4 / 13]
2943,пошук,пошук РЕ [6 / 8]
2944,пощастило,пощастило РЕ [5 / 7]
2945,пояснення,пояснення РЕ [4 / 7]
2946,права,права РЕ [8 / 27]
2947,правди,правди РЕ [10 / 19]
2948,правдива,правдива РЕ [7 / 8]
2949,правдиво,правдиво РЕ [10 / 12]
2950,правду,правду РЕ [33 / 187]
2951,правила,правила РЕ [8 / 9]
2952,правило,правило РЕ [16 / 30]
2953,правильна,правильна РЕ [6 / 15]
2954,правильне,правильне РЕ [5 / 8]
2955,правильний,правильний РЕ [15 / 26]
2956,правильно,правильно РЕ [47 / 106]
2957,правити,правити РЕ [6 / 8]
2958,право,право РЕ [21 / 26]
2959,прагнення,прагнення РЕ [12 / 14]
2960,прагнути,прагнути РЕ [11 / 12]
2961,прапор,прапор РЕ [21 / 60]
2962,працює,працює РЕ [6 / 7]
2963,предмет,предмет РЕ [51 / 101]
2964,президент,президент РЕ [36 / 90]
2965,президента,президента РЕ [10 / 37]
2966,прекрасна,прекрасна РЕ [14 / 16]
2967,прекрасне,прекрасне РЕ [16 / 27]
2968,прекрасний,прекрасний РЕ [11 / 14]
2969,прекрасно,прекрасно РЕ [11 / 13]
2970,преса,преса РЕ [4 / 11]
2971,прибирати,прибирати РЕ [6 / 7]
2972,прибуток,прибуток РЕ [6 / 9]
2973,привид,привид РЕ [15 / 20]
2974,привикати,привикати РЕ [4 / 9]
2975,привикнути,привикнути РЕ [6 / 8]
2976,привичка,привичка РЕ [5 / 11]
2977,привіт,привіт РЕ [4 / 12]
2978,привітати,привітати РЕ [4 / 10]
2979,пригадати,пригадати РЕ [5 / 8]
2980,пригода,пригода РЕ [6 / 10]
2981,приємна,приємна РЕ [13 / 43]
2982,приємне,приємне РЕ [31 / 60]
2983,приємність,приємність РЕ [38 / 56]
2984,приз,приз РЕ [7 / 10]
2985,признатися,признатися РЕ [5 / 11]
2986,прийде,прийде РЕ [4 / 7]
2987,прийняти,прийняти РЕ [3 / 7]
2988,прийти,прийти РЕ [23 / 45]
2989,прийшов,прийшов РЕ [7 / 8]
2990,приказка,приказка РЕ [3 / 29]
2991,приклад,приклад РЕ [13 / 28]
2992,прикол,прикол РЕ [9 / 11]
2993,прикольно,прикольно РЕ [7 / 7]
2994,прикрість,прикрість РЕ [16 / 20]
2995,прикро,прикро РЕ [7 / 7]
2996,прилад,прилад РЕ [6 / 7]
2997,примус,примус РЕ [15 / 26]
2998,примусити,примусити РЕ [9 / 13]
2999,примусовий,примусовий РЕ [2 / 7]
3000,примушувати,примушувати РЕ [2 / 18]
3001,приниження,приниження РЕ [10 / 10]
3002,природа,природа РЕ [40 / 60]
3003,природи,природи РЕ [6 / 16]
3004,прислів’я,прислів’я РЕ [3 / 23]
3005,пристрасть,пристрасть РЕ [7 / 15]
3006,пристрій,пристрій РЕ [6 / 8]
3007,приступ,приступ РЕ [1 / 27]
3008,прихід,прихід РЕ [5 / 16]
3009,приходити,приходити РЕ [6 / 10]
3010,причина,причина РЕ [24 / 29]
3011,приятель,приятель РЕ [9 / 11]
3012,прізвище,прізвище РЕ [10 / 23]
3013,прірва,прірва РЕ [7 / 8]
3014,про,про РЕ [12 / 14]
3015,про батьків,про батьків РЕ [2 / 7]
3016,про все,про все РЕ [14 / 30]
3017,про дітей,про дітей РЕ [3 / 8]
3018,про життя,про життя РЕ [8 / 13]
3019,про здоров’я,про здоров’я РЕ [3 / 8]
3020,про когось,про когось РЕ [20 / 45]
3021,про майбутнє,про майбутнє РЕ [13 / 33]
3022,про маму,про маму РЕ [3 / 7]
3023,про минуле,про минуле РЕ [6 / 20]
3024,про погане,про погане РЕ [6 / 8]
3025,про себе,про себе РЕ [10 / 25]
3026,про щастя,про щастя РЕ [2 / 7]
3027,про що,про що РЕ [12 / 14]
3028,про щось,про щось РЕ [40 / 100]
3029,проблема,проблема РЕ [47 / 67]
3030,проблеми,проблеми РЕ [37 / 62]
3031,проблему,проблему РЕ [4 / 7]
3032,пробудження,пробудження РЕ [5 / 8]
3033,провести час,провести час РЕ [4 / 8]
3034,провина,провина РЕ [16 / 17]
3035,провину,провину РЕ [4 / 13]
3036,програміст,програміст РЕ [4 / 7]
3037,програти,програти РЕ [9 / 10]
3038,прогрес,прогрес РЕ [6 / 8]
3039,прогулянка,прогулянка РЕ [10 / 15]
3040,продавець,продавець РЕ [9 / 15]
3041,продукт,продукт РЕ [6 / 19]
3042,продукти,продукти РЕ [6 / 9]
3043,прозора,прозора РЕ [2 / 17]
3044,прозорий,прозорий РЕ [6 / 10]
3045,проїзд,проїзд РЕ [3 / 7]
3046,пройти,пройти РЕ [9 / 16]
3047,пройшло,пройшло РЕ [9 / 15]
3048,прокинутись,прокинутись РЕ [4 / 8]
3049,прокинутися,прокинутися РЕ [2 / 7]
3050,промінь,промінь РЕ [12 / 22]
3051,промову,промову РЕ [3 / 23]
3052,промовчати,промовчати РЕ [6 / 9]
3053,пропозиція,пропозиція РЕ [10 / 23]
3054,просити,просити РЕ [11 / 17]
3055,простий,простий РЕ [8 / 34]
3056,простір,простір РЕ [40 / 55]
3057,просто,просто РЕ [25 / 33]
3058,просто так,просто так РЕ [7 / 10]
3059,протидія,протидія РЕ [1 / 7]
3060,професія,професія РЕ [20 / 52]
3061,професор,професор РЕ [6 / 12]
3062,прохання,прохання РЕ [12 / 19]
3063,проходити,проходити РЕ [3 / 7]
3064,прохолода,прохолода РЕ [6 / 10]
3065,процес,процес РЕ [11 / 14]
3066,прочитати,прочитати РЕ [7 / 18]
3067,птахи,птахи РЕ [6 / 8]
3068,пташка,пташка РЕ [12 / 40]
3069,пташку,пташку РЕ [6 / 8]
3070,птиця,птиця РЕ [6 / 11]
3071,пунктуальний,пунктуальний РЕ [2 / 14]
3072,пусто,пусто РЕ [8 / 8]
3073,пустота,пустота РЕ [14 / 16]
3074,пута,пута РЕ [6 / 9]
3075,пух,пух РЕ [3 / 12]
3076,пшениця,пшениця РЕ [4 / 46]
3077,п’яний,п’яний РЕ [7 / 10]
3078,п’янка,п’янка РЕ [9 / 13]
3079,п’ятниця,п’ятниця РЕ [6 / 10]
3080,раб,раб РЕ [23 / 54]
3081,рабство,рабство РЕ [13 / 26]
3082,радіо,радіо РЕ [24 / 53]
3083,радісна,радісна РЕ [4 / 10]
3084,радісне,радісне РЕ [6 / 7]
3085,радості,радості РЕ [7 / 11]
3086,разом,разом РЕ [46 / 97]
3087,рай,рай РЕ [16 / 21]
3088,рак,рак РЕ [7 / 20]
3089,рана,рана РЕ [11 / 43]
3090,ранній,ранній РЕ [3 / 9]
3091,рано,рано РЕ [22 / 38]
3092,раптовий,раптовий РЕ [6 / 8]
3093,раптово,раптово РЕ [20 / 23]
3094,раптом,раптом РЕ [15 / 18]
3095,реагувати,реагувати РЕ [6 / 7]
3096,реакція,реакція РЕ [8 / 9]
3097,реальний,реальний РЕ [7 / 22]
3098,реальність,реальність РЕ [24 / 44]
3099,реально,реально РЕ [8 / 18]
3100,революція,революція РЕ [1 / 15]
3101,регіон,регіон РЕ [5 / 7]
3102,регіт,регіт РЕ [5 / 11]
3103,режим,режим РЕ [5 / 8]
3104,результат,результат РЕ [25 / 54]
3105,рейс,рейс РЕ [5 / 8]
3106,реклама,реклама РЕ [5 / 8]
3107,ректор,ректор РЕ [5 / 7]
3108,релігія,релігія РЕ [8 / 24]
3109,ремонт,ремонт РЕ [9 / 20]
3110,репутацію,репутацію РЕ [4 / 10]
3111,речення,речення РЕ [11 / 27]
3112,речі,речі РЕ [21 / 29]
3113,риба,риба РЕ [14 / 17]
3114,ризик,ризик РЕ [8 / 8]
3115,ринок,ринок РЕ [6 / 7]
3116,риса,риса РЕ [18 / 21]
3117,характеру,характеру РЕ [7 / 8]
3118,рівний,рівний РЕ [4 / 8]
3119,рівно,рівно РЕ [5 / 8]
3120,рівновага,рівновага РЕ [8 / 11]
3121,рідина,рідина РЕ [3 / 13]
3122,рідкість,рідкість РЕ [13 / 14]
3123,рідко,рідко РЕ [47 / 77]
3124,рідна,рідна РЕ [19 / 159]
3125,рідне,рідне РЕ [14 / 48]
3126,рідних,рідних РЕ [15 / 29]
3127,рідні,рідні РЕ [12 / 17]
3128,рідня,рідня РЕ [20 / 33]
3129,Різдво,Різдво РЕ [4 / 12]
3130,різко,різко РЕ [10 / 11]
3131,різна,різна РЕ [6 / 7]
3132,різне,різне РЕ [9 / 10]
3133,різний,різний РЕ [6 / 7]
3134,різні,різні РЕ [6 / 8]
3135,рік,рік РЕ [21 / 60]
3136,ріка,ріка РЕ [11 / 12]
3137,річ,річ РЕ [56 / 101]
3138,річка,річка РЕ [10 / 22]
3139,річчю,річчю РЕ [3 / 7]
3140,рішення,рішення РЕ [19 / 25]
3141,рішуча,рішуча РЕ [5 / 7]
3142,рішуче,рішуче РЕ [4 / 11]
3143,рішучість,рішучість РЕ [8 / 13]
3144,робити щось,робити щось РЕ [10 / 11]
3145,роботи,роботи РЕ [11 / 13]
3146,роботу,роботу РЕ [11 / 35]
3147,роботяга,роботяга РЕ [5 / 8]
3148,роботящий,роботящий РЕ [7 / 18]
3149,робочий,робочий РЕ [8 / 14]
3150,роги,роги РЕ [2 / 10]
3151,родич,родич РЕ [19 / 69]
3152,родичі,родичі РЕ [13 / 26]
3153,родичів,родичів РЕ [7 / 9]
3154,родовід,родовід РЕ [6 / 8]
3155,родюча,родюча РЕ [1 / 8]
3156,рожевий,рожевий РЕ [10 / 12]
3157,розвага,розвага РЕ [11 / 12]
3158,розваги,розваги РЕ [13 / 18]
3159,розважатися,розважатися РЕ [7 / 9]
3160,розвиток,розвиток РЕ [17 / 26]
3161,розгубленість,розгубленість РЕ [8 / 11]
3162,роздратування,роздратування РЕ [7 / 8]
3163,роздум,роздум РЕ [9 / 13]
3164,роздуми,роздуми РЕ [22 / 48]
3165,роздумувати,роздумувати РЕ [9 / 25]
3166,розказати,розказати РЕ [6 / 7]
3167,розказувати,розказувати РЕ [5 / 8]
3168,розклад,розклад РЕ [7 / 9]
3169,розлука,розлука РЕ [18 / 26]
3170,розмір,розмір РЕ [5 / 7]
3171,розмірковувати,розмірковувати РЕ [6 / 10]
3172,розмовою,розмовою РЕ [4 / 8]
3173,розпач,розпач РЕ [15 / 28]
3174,розповідати,розповідати РЕ [9 / 14]
3175,розповідь,розповідь РЕ [19 / 27]
3176,розповісти,розповісти РЕ [13 / 15]
3177,розпорядок,розпорядок РЕ [5 / 13]
3178,розсудливо,розсудливо РЕ [7 / 8]
3179,розуміння,розуміння РЕ [33 / 47]
3180,розумна,розумна РЕ [19 / 47]
3181,розумне,розумне РЕ [6 / 12]
3182,розумним,розумним РЕ [7 / 17]
3183,розумом,розумом РЕ [22 / 38]
3184,розуму,розуму РЕ [5 / 9]
3185,розчаровуватися,розчаровуватися РЕ [2 / 9]
3186,розчарування,розчарування РЕ [26 / 56]
3187,розчаруватися,розчаруватися РЕ [4 / 16]
3188,рок,рок РЕ [8 / 10]
3189,роки,роки РЕ [12 / 24]
3190,роман,роман РЕ [8 / 12]
3191,романтика,романтика РЕ [16 / 32]
3192,ропуха,ропуха РЕ [1 / 7]
3193,роса,роса РЕ [8 / 31]
3194,Росія,Росія РЕ [7 / 9]
3195,рослина,рослина РЕ [7 / 18]
3196,рот,рот РЕ [25 / 61]
3197,рукав,рукав РЕ [2 / 7]
3198,руками,руками РЕ [3 / 7]
3199,руки,руки РЕ [43 / 55]
3200,руку,руку РЕ [4 / 11]
3201,рутина,рутина РЕ [6 / 11]
3202,рух,рух РЕ [49 / 101]
3203,рухатись,рухатись РЕ [7 / 10]
3204,рухатися,рухатися РЕ [7 / 12]
3205,ручка,ручка РЕ [15 / 19]
3206,ручку,ручку РЕ [6 / 11]
3207,сад,сад РЕ [16 / 24]
3208,садок,садок РЕ [7 / 39]
3209,садочок,садочок РЕ [3 / 7]
3210,сало,сало РЕ [6 / 17]
3211,сам,сам РЕ [9 / 14]
3212,самого себе,самого себе РЕ [12 / 18]
3213,рушник,рушник РЕ [6 / 7]
3214,ряба,ряба РЕ [2 / 17]
3215,ряд,ряд РЕ [8 / 11]
3216,самогубство,самогубство РЕ [8 / 11]
3217,самому,самому РЕ [22 / 40]
3218,самота,самота РЕ [6 / 7]
3219,самотній,самотній РЕ [10 / 14]
3220,самотність,самотність РЕ [31 / 40]
3221,сваритися,сваритися РЕ [4 / 19]
3222,сварка,сварка РЕ [27 / 45]
3223,светр,светр РЕ [11 / 17]
3224,свідок,свідок РЕ [8 / 14]
3225,свіжий,свіжий РЕ [13 / 45]
3226,свіжість,свіжість РЕ [8 / 14]
3227,світає,світає РЕ [6 / 10]
3228,світило,світило РЕ [4 / 13]
3229,світить,світить РЕ [4 / 18]
3230,світла,світла РЕ [12 / 24]
3231,світле,світле РЕ [16 / 51]
3232,світлофор,світлофор РЕ [9 / 10]
3233,світогляд,світогляд РЕ [10 / 32]
3234,світом,світом РЕ [5 / 14]
3235,світу,світу РЕ [7 / 34]
3236,свічка,свічка РЕ [7 / 14]
3237,свобідний,свобідний РЕ [3 / 8]
3238,своє,своє РЕ [11 / 13]
3239,своя,своя РЕ [11 / 13]
3240,свята,свята РЕ [7 / 8]
3241,святе,святе РЕ [7 / 9]
3242,святий,святий РЕ [9 / 11]
3243,свято,свято РЕ [41 / 88]
3244,священик,священик РЕ [9 / 16]
3245,сеанс,сеанс РЕ [5 / 10]
3246,себе,себе РЕ [93 / 439]
3247,секрет,секрет РЕ [5 / 9]
3248,секс,секс РЕ [31 / 55]
3249,села,села РЕ [6 / 15]
3250,селянин,селянин РЕ [7 / 40]
3251,семінар,семінар РЕ [6 / 7]
3252,сенс,сенс РЕ [11 / 17]
3253,сердитись,сердитись РЕ [7 / 8]
3254,середа,середа РЕ [4 / 15]
3255,серйозний,серйозний РЕ [8 / 9]
3256,серйозність,серйозність РЕ [6 / 8]
3257,серйозно,серйозно РЕ [25 / 41]
3258,серцем,серцем РЕ [14 / 17]
3259,серця,серця РЕ [12 / 24]
3260,сесія,сесія РЕ [21 / 29]
3261,сестру,сестру РЕ [7 / 7]
3262,сивий,сивий РЕ [8 / 15]
3263,сивина,сивина РЕ [6 / 13]
3264,сивіти,сивіти РЕ [6 / 7]
3265,сигарети,сигарети РЕ [9 / 14]
3266,сидіти,сидіти РЕ [28 / 144]
3267,сил,сил РЕ [2 / 7]
3268,сила,сила РЕ [100 / 267]
3269,сила волі,сила волі РЕ [19 / 35]
3270,сили,сили РЕ [9 / 20]
3271,силою,силою РЕ [6 / 12]
3272,силу,силу РЕ [6 / 12]
3273,сильна,сильна РЕ [18 / 38]
3274,сильне,сильне РЕ [13 / 25]
3275,сильний,сильний РЕ [51 / 122]
3276,сильним,сильним РЕ [10 / 22]
3277,сильно,сильно РЕ [78 / 146]
3278,символ,символ РЕ [8 / 17]
3279,сина,сина РЕ [8 / 29]
3280,синє,синє РЕ [5 / 36]
3281,сині,сині РЕ [2 / 11]
3282,синька,синька РЕ [5 / 13]
3283,синя,синя РЕ [9 / 18]
3284,синяк,синяк РЕ [3 / 9]
3285,сир,сир РЕ [9 / 16]
3286,ситуацію,ситуацію РЕ [6 / 12]
3287,ситуація,ситуація РЕ [20 / 24]
3288,сік,сік РЕ [7 / 8]
3289,сіль,сіль РЕ [5 / 18]
3290,сільська,сільська РЕ [7 / 10]
3291,сільське,сільське РЕ [1 / 19]
3292,сімейний,сімейний РЕ [4 / 14]
3293,сім’ї,сім’ї РЕ [7 / 7]
3294,сім’я,сім’я РЕ [80 / 306]
3295,сіра,сіра РЕ [4 / 14]
3296,сіре,сіре РЕ [6 / 15]
3297,сісти,сісти РЕ [13 / 21]
3298,сказав,сказав РЕ [12 / 15]
3299,сказано,сказано РЕ [10 / 17]
3300,сказати правду,сказати правду РЕ [6 / 7]
3301,скандал,скандал РЕ [3 / 7]
3302,скарб,скарб РЕ [15 / 20]
3303,складне,складне РЕ [4 / 8]
3304,склероз,склероз РЕ [10 / 38]
3305,скорбота,скорбота РЕ [7 / 13]
3306,скоро,скоро РЕ [28 / 47]
3307,скромний,скромний РЕ [7 / 22]
3308,скромність,скромність РЕ [12 / 24]
3309,скупий,скупий РЕ [5 / 8]
3310,слабість,слабість РЕ [11 / 13]
3311,слабкий,слабкий РЕ [7 / 11]
3312,слабкість,слабкість РЕ [20 / 24]
3313,слава,слава РЕ [19 / 31]
3314,славу,славу РЕ [4 / 39]
3315,слів,слів РЕ [4 / 13]
3316,сліпий,сліпий РЕ [9 / 9]
3317,слова,слова РЕ [54 / 138]
3318,словами,словами РЕ [11 / 11]
3319,словник,словник РЕ [6 / 16]
3320,словом,словом РЕ [15 / 23]
3321,слон,слон РЕ [8 / 8]
3322,службовець,службовець РЕ [7 / 21]
3323,служити,служити РЕ [5 / 20]
3324,слух,слух РЕ [16 / 51]
3325,слухач,слухач РЕ [8 / 12]
3326,слухняний,слухняний РЕ [7 / 10]
3327,слушно,слушно РЕ [5 / 7]
3328,сльози,сльози РЕ [54 / 127]
3329,смак,смак РЕ [22 / 57]
3330,смачна,смачна РЕ [4 / 31]
3331,смачний,смачний РЕ [3 / 18]
3332,смачно,смачно РЕ [8 / 55]
3333,смерті,смерті РЕ [15 / 39]
3334,смерть,смерть РЕ [104 / 224]
3335,сміливо,сміливо РЕ [12 / 15]
3336,смішити,смішити РЕ [3 / 8]
3337,смішний,смішний РЕ [17 / 28]
3338,смішно,смішно РЕ [19 / 29]
3339,сміятись,сміятись РЕ [18 / 31]
3340,сморід,сморід РЕ [8 / 8]
3341,смуток,смуток РЕ [42 / 107]
3342,сніданок,сніданок РЕ [13 / 34]
3343,собаки,собаки РЕ [11 / 31]
3344,собаку,собаку РЕ [11 / 23]
3345,собі,собі РЕ [31 / 106]
3346,собою,собою РЕ [26 / 95]
3347,совість,совість РЕ [37 / 53]
3348,сокіл,сокіл РЕ [5 / 18]
3349,солдат,солдат РЕ [8 / 9]
3350,соловей,соловей РЕ [8 / 58]
3351,соловейко,соловейко РЕ [6 / 18]
3352,солов’їна,солов’їна РЕ [2 / 13]
3353,солов’їний,солов’їний РЕ [1 / 7]
3354,солодка,солодка РЕ [6 / 9]
3355,солодке,солодке РЕ [7 / 11]
3356,солодощі,солодощі РЕ [6 / 7]
3357,сон,сон РЕ [98 / 306]
3358,сонцю,сонцю РЕ [4 / 7]
3359,сонячний,сонячний РЕ [10 / 31]
3360,сонячно,сонячно РЕ [4 / 7]
3361,соняшник,соняшник РЕ [4 / 9]
3362,сорока,сорока РЕ [6 / 9]
3363,соромитись,соромитись РЕ [4 / 17]
3364,сором’язливість,сором’язливість РЕ [5 / 9]
3365,спалах,спалах РЕ [10 / 14]
3366,спати,спати РЕ [59 / 158]
3367,співає,співає РЕ [2 / 8]
3368,співак,співак РЕ [7 / 10]
3369,співрозмовник,співрозмовник РЕ [19 / 40]
3370,співрозмовника,співрозмовника РЕ [4 / 11]
3371,співчувати,співчувати РЕ [6 / 14]
3372,співчуття,співчуття РЕ [16 / 27]
3373,спілка,спілка РЕ [7 / 11]
3374,спілкування,спілкування РЕ [19 / 63]
3375,спілкуватись,спілкуватись РЕ [13 / 26]
3376,спілкуватися,спілкуватися РЕ [23 / 55]
3377,сповідь,сповідь РЕ [7 / 16]
3378,спогади,спогади РЕ [22 / 51]
3379,споглядати,споглядати РЕ [8 / 12]
3380,сподівання,сподівання РЕ [10 / 58]
3381,сподіватися,сподіватися РЕ [10 / 10]
3382,спокійна,спокійна РЕ [5 / 7]
3383,спокуса,спокуса РЕ [10 / 17]
3384,спомин,спомин РЕ [5 / 7]
3385,спорт,спорт РЕ [29 / 87]
3386,спортсмен,спортсмен РЕ [12 / 17]
3387,спосіб,спосіб РЕ [9 / 10]
3388,спостерігати,спостерігати РЕ [11 / 24]
3389,справами,справами РЕ [2 / 9]
3390,справедливе,справедливе РЕ [3 / 7]
3391,справедливий,справедливий РЕ [8 / 10]
3392,справедливість,справедливість РЕ [14 / 19]
3393,справжнє,справжнє РЕ [7 / 7]
3394,справжнім,справжнім РЕ [2 / 8]
3395,справи,справи РЕ [18 / 112]
3396,справою,справою РЕ [6 / 7]
3397,справу,справу РЕ [16 / 61]
3398,спрага,спрага РЕ [4 / 7]
3399,сприймати,сприймати РЕ [23 / 30]
3400,сприйняти,сприйняти РЕ [6 / 7]
3401,сприйняття,сприйняття РЕ [9 / 11]
3402,спринт,спринт РЕ [4 / 7]
3403,спроба,спроба РЕ [6 / 11]
3404,спробувати,спробувати РЕ [6 / 9]
3405,стабільність,стабільність РЕ [10 / 10]
3406,ставитись,ставитись РЕ [12 / 55]
3407,стадіон,стадіон РЕ [10 / 27]
3408,стадо,стадо РЕ [9 / 10]
3409,стало,стало РЕ [15 / 27]
3410,стан,стан РЕ [76 / 138]
3411,стан душі,стан душі РЕ [7 / 7]
3412,стандарт,стандарт РЕ [5 / 7]
3413,становище,становище РЕ [11 / 15]
3414,старанний,старанний РЕ [6 / 17]
3415,старанність,старанність РЕ [6 / 12]
3416,старанно,старанно РЕ [4 / 8]
3417,старання,старання РЕ [7 / 8]
3418,старатись,старатись РЕ [5 / 7]
3419,старатися,старатися РЕ [9 / 13]
3420,старший,старший РЕ [4 / 7]
3421,старшим,старшим РЕ [5 / 12]
3422,старших,старших РЕ [7 / 18]
3423,стати кращим,стати кращим РЕ [2 / 7]
3424,стаття,стаття РЕ [7 / 23]
3425,статус,статус РЕ [8 / 10]
3426,стать,стать РЕ [7 / 16]
3427,стаціонар,стаціонар РЕ [1 / 11]
3428,стежка,стежка РЕ [6 / 8]
3429,стелю,стелю РЕ [2 / 27]
3430,стеля,стеля РЕ [9 / 18]
3431,степ,степ РЕ [6 / 8]
3432,стид,стид РЕ [10 / 42]
3433,стидатись,стидатись РЕ [3 / 9]
3434,стидно,стидно РЕ [6 / 12]
3435,стиль,стиль РЕ [12 / 56]
3436,стипендія,стипендія РЕ [6 / 7]
3437,стихія,стихія РЕ [8 / 16]
3438,стіл,стіл РЕ [33 / 74]
3439,стілець,стілець РЕ [9 / 19]
3440,стіна,стіна РЕ [21 / 60]
3441,стіни,стіни РЕ [5 / 53]
3442,стіну,стіну РЕ [3 / 40]
3443,стовбур,стовбур РЕ [5 / 15]
3444,стовп,стовп РЕ [10 / 17]
3445,столітній,столітній РЕ [1 / 7]
3446,стоп,стоп РЕ [7 / 9]
3447,сторож,сторож РЕ [7 / 19]
3448,сторона,сторона РЕ [3 / 7]
3449,стосунки,стосунки РЕ [17 / 32]
3450,стояти,стояти РЕ [15 / 27]
3451,страждання,страждання РЕ [15 / 35]
3452,страждати,страждати РЕ [12 / 20]
3453,страху,страху РЕ [10 / 17]
3454,страшити,страшити РЕ [2 / 16]
3455,страшна,страшна РЕ [10 / 14]
3456,страшне,страшне РЕ [6 / 9]
3457,стрес,стрес РЕ [7 / 7]
3458,стрибати,стрибати РЕ [8 / 16]
